=== ANALYSIS REPORT ===
Total Chars Scanned: 5,111,365,024
Out-of-Scope Chars Found: 58,237,838
Unique Out-of-Scope Chars: 3,932
Noise Percentage: 1.1394%
=======================

CHAR   | HEX      | COUNT      | NAME
Ꭺ      | U+13AA   | 1          | CHEROKEE LETTER GO
Ꭱ      | U+13A1   | 1          | CHEROKEE LETTER E
Ꮩ      | U+13D9   | 1          | CHEROKEE LETTER DO
Ꭼ      | U+13AC   | 1          | CHEROKEE LETTER GV
Ꮋ      | U+13BB   | 1          | CHEROKEE LETTER MI
ἤ      | U+1F24   | 1          | GREEK SMALL LETTER ETA WITH PSILI AND OXIA
យ      | U+1799   | 1          | KHMER LETTER YO
極      | U+6975   | 1          | CJK UNIFIED IDEOGRAPH-6975
管      | U+7BA1   | 1          | CJK UNIFIED IDEOGRAPH-7BA1
👥      | U+1F465  | 1          | BUSTS IN SILHOUETTE
Œ      | U+0152   | 1          | LATIN CAPITAL LIGATURE OE
۠      | U+06E0   | 1          | ARABIC SMALL HIGH UPRIGHT RECTANGULAR ZERO
🧞      | U+1F9DE  | 1          | GENIE
զ      | U+0566   | 1          | ARMENIAN SMALL LETTER ZA
🅃      | U+1F143  | 1          | SQUARED LATIN CAPITAL LETTER T
🄷      | U+1F137  | 1          | SQUARED LATIN CAPITAL LETTER H
🄽      | U+1F13D  | 1          | SQUARED LATIN CAPITAL LETTER N
🄲      | U+1F132  | 1          | SQUARED LATIN CAPITAL LETTER C
🄰      | U+1F130  | 1          | SQUARED LATIN CAPITAL LETTER A
🄼      | U+1F13C  | 1          | SQUARED LATIN CAPITAL LETTER M
🅈      | U+1F148  | 1          | SQUARED LATIN CAPITAL LETTER Y
🄾      | U+1F13E  | 1          | SQUARED LATIN CAPITAL LETTER O
🅄      | U+1F144  | 1          | SQUARED LATIN CAPITAL LETTER U
🥸      | U+1F978  | 1          | DISGUISED FACE
℅      | U+2105   | 1          | CARE OF
以      | U+4EE5   | 1          | CJK UNIFIED IDEOGRAPH-4EE5
𝘪      | U+1D62A  | 1          | MATHEMATICAL SANS-SERIF ITALIC SMALL I
𝘯      | U+1D62F  | 1          | MATHEMATICAL SANS-SERIF ITALIC SMALL N
🏝      | U+1F3DD  | 1          | DESERT ISLAND
🦄      | U+1F984  | 1          | UNICORN FACE
🛕      | U+1F6D5  | 1          | HINDU TEMPLE
➦      | U+27A6   | 1          | HEAVY BLACK CURVED UPWARDS AND RIGHTWARDS ARROW
       | U+AFFA1  | 1          | UNKNOWN_CONTROL_CHAR
Ӄ      | U+04C3   | 1          | CYRILLIC CAPITAL LETTER KA WITH HOOK
ڃ      | U+0683   | 1          | ARABIC LETTER NYEH
Ǹ      | U+01F8   | 1          | LATIN CAPITAL LETTER N WITH GRAVE
ʩ      | U+02A9   | 1          | LATIN SMALL LETTER FENG DIGRAPH
       | U+6176F  | 1          | UNKNOWN_CONTROL_CHAR
Ǿ      | U+01FE   | 1          | LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
설      | U+C124   | 1          | HANGUL SYLLABLE SEOL
ᵻ      | U+1D7B   | 1          | LATIN SMALL CAPITAL LETTER I WITH STROKE
育      | U+80B2   | 1          | CJK UNIFIED IDEOGRAPH-80B2
常      | U+5E38   | 1          | CJK UNIFIED IDEOGRAPH-5E38
表      | U+8868   | 1          | CJK UNIFIED IDEOGRAPH-8868
訓      | U+8A13   | 1          | CJK UNIFIED IDEOGRAPH-8A13
九      | U+4E5D   | 1          | CJK UNIFIED IDEOGRAPH-4E5D
道      | U+9053   | 1          | CJK UNIFIED IDEOGRAPH-9053
阪      | U+962A   | 1          | CJK UNIFIED IDEOGRAPH-962A
森      | U+68EE   | 1          | CJK UNIFIED IDEOGRAPH-68EE
ウ      | U+30A6   | 1          | KATAKANA LETTER U
検      | U+691C   | 1          | CJK UNIFIED IDEOGRAPH-691C
験      | U+9A13   | 1          | CJK UNIFIED IDEOGRAPH-9A13
🤺      | U+1F93A  | 1          | FENCER
📄      | U+1F4C4  | 1          | PAGE FACING UP
       | U+F065   | 1          | UNKNOWN_CONTROL_CHAR
纪      | U+7EAA   | 1          | CJK UNIFIED IDEOGRAPH-7EAA
录      | U+5F55   | 1          | CJK UNIFIED IDEOGRAPH-5F55
⏱      | U+23F1   | 1          | STOPWATCH
𝗽      | U+1D5FD  | 1          | MATHEMATICAL SANS-SERIF BOLD SMALL P
𝗰      | U+1D5F0  | 1          | MATHEMATICAL SANS-SERIF BOLD SMALL C
來      | U+F92D   | 1          | CJK COMPATIBILITY IDEOGRAPH-F92D
🧃      | U+1F9C3  | 1          | BEVERAGE BOX
➕      | U+2795   | 1          | HEAVY PLUS SIGN
檳      | U+6AB3   | 1          | CJK UNIFIED IDEOGRAPH-6AB3
       | U+008B   | 1          | UNKNOWN_CONTROL_CHAR
食      | U+98DF   | 1          | CJK UNIFIED IDEOGRAPH-98DF
฿      | U+0E3F   | 1          | THAI CURRENCY SYMBOL BAHT
ܚ      | U+071A   | 1          | SYRIAC LETTER HETH
ᥙ      | U+1959   | 1          | TAI LE LETTER PA
❴      | U+2774   | 1          | MEDIUM LEFT CURLY BRACKET ORNAMENT
❵      | U+2775   | 1          | MEDIUM RIGHT CURLY BRACKET ORNAMENT
➾      | U+27BE   | 1          | OPEN-OUTLINED RIGHTWARDS ARROW
ヶ      | U+30F6   | 1          | KATAKANA LETTER SMALL KE
೨      | U+0CE8   | 1          | KANNADA DIGIT TWO
Կ      | U+053F   | 1          | ARMENIAN CAPITAL LETTER KEN
ǣ      | U+01E3   | 1          | LATIN SMALL LETTER AE WITH MACRON
景      | U+666F   | 1          | CJK UNIFIED IDEOGRAPH-666F
藤      | U+85E4   | 1          | CJK UNIFIED IDEOGRAPH-85E4
広      | U+5E83   | 1          | CJK UNIFIED IDEOGRAPH-5E83
重      | U+91CD   | 1          | CJK UNIFIED IDEOGRAPH-91CD
爪      | U+722A   | 1          | CJK UNIFIED IDEOGRAPH-722A
ƨ      | U+01A8   | 1          | LATIN SMALL LETTER TONE TWO
ɘ      | U+0258   | 1          | LATIN SMALL LETTER REVERSED E
🐌      | U+1F40C  | 1          | SNAIL
◽      | U+25FD   | 1          | WHITE MEDIUM SMALL SQUARE
🌚      | U+1F31A  | 1          | NEW MOON WITH FACE
🥋      | U+1F94B  | 1          | MARTIAL ARTS UNIFORM
⛓      | U+26D3   | 1          | CHAINS
Ψ      | U+03A8   | 1          | GREEK CAPITAL LETTER PSI
𝒄      | U+1D484  | 1          | MATHEMATICAL BOLD ITALIC SMALL C
𝒘      | U+1D498  | 1          | MATHEMATICAL BOLD ITALIC SMALL W
🐸      | U+1F438  | 1          | FROG FACE
ⓔ      | U+24D4   | 1          | CIRCLED LATIN SMALL LETTER E
Ρ      | U+03A1   | 1          | GREEK CAPITAL LETTER RHO
📎      | U+1F4CE  | 1          | PAPERCLIP
🆙      | U+1F199  | 1          | SQUARED UP WITH EXCLAMATION MARK
Ք      | U+0554   | 1          | ARMENIAN CAPITAL LETTER KEH
җ      | U+0497   | 1          | CYRILLIC SMALL LETTER ZHE WITH DESCENDER
Ә      | U+04D8   | 1          | CYRILLIC CAPITAL LETTER SCHWA
ĺ      | U+013A   | 1          | LATIN SMALL LETTER L WITH ACUTE
       | U+0000   | 1          | UNKNOWN_CONTROL_CHAR
淮      | U+6DEE   | 1          | CJK UNIFIED IDEOGRAPH-6DEE
役      | U+5F79   | 1          | CJK UNIFIED IDEOGRAPH-5F79
战      | U+6218   | 1          | CJK UNIFIED IDEOGRAPH-6218
宿      | U+5BBF   | 1          | CJK UNIFIED IDEOGRAPH-5BBF
影      | U+5F71   | 1          | CJK UNIFIED IDEOGRAPH-5F71
制      | U+5236   | 1          | CJK UNIFIED IDEOGRAPH-5236
ῒ      | U+1FD2   | 1          | GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA
🅱      | U+1F171  | 1          | NEGATIVE SQUARED LATIN CAPITAL LETTER B
隆      | U+9686   | 1          | CJK UNIFIED IDEOGRAPH-9686
⬆      | U+2B06   | 1          | UPWARDS BLACK ARROW
𝙙      | U+1D659  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D
𝙢      | U+1D662  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL M
小      | U+5C0F   | 1          | CJK UNIFIED IDEOGRAPH-5C0F
ʺ      | U+02BA   | 1          | MODIFIER LETTER DOUBLE PRIME
哎      | U+54CE   | 1          | CJK UNIFIED IDEOGRAPH-54CE
唷      | U+5537   | 1          | CJK UNIFIED IDEOGRAPH-5537
⅔      | U+2154   | 1          | VULGAR FRACTION TWO THIRDS
念      | U+5FF5   | 1          | CJK UNIFIED IDEOGRAPH-5FF5
🤳      | U+1F933  | 1          | SELFIE
៛      | U+17DB   | 1          | KHMER CURRENCY SYMBOL RIEL
🤼      | U+1F93C  | 1          | WRESTLERS
բ      | U+0562   | 1          | ARMENIAN SMALL LETTER BEN
Ꮕ      | U+13C5   | 1          | CHEROKEE LETTER NV
総      | U+7DCF   | 1          | CJK UNIFIED IDEOGRAPH-7DCF
心      | U+5FC3   | 1          | CJK UNIFIED IDEOGRAPH-5FC3
霊      | U+970A   | 1          | CJK UNIFIED IDEOGRAPH-970A
ッ      | U+30C3   | 1          | KATAKANA LETTER SMALL TU
者      | U+8005   | 1          | CJK UNIFIED IDEOGRAPH-8005
様      | U+69D8   | 1          | CJK UNIFIED IDEOGRAPH-69D8
伊      | U+4F0A   | 1          | CJK UNIFIED IDEOGRAPH-4F0A
勢      | U+52E2   | 1          | CJK UNIFIED IDEOGRAPH-52E2
形      | U+5F62   | 1          | CJK UNIFIED IDEOGRAPH-5F62
琳      | U+7433   | 1          | CJK UNIFIED IDEOGRAPH-7433
群      | U+7FA4   | 1          | CJK UNIFIED IDEOGRAPH-7FA4
🖌      | U+1F58C  | 1          | LOWER LEFT PAINTBRUSH
😗      | U+1F617  | 1          | KISSING FACE
̩      | U+0329   | 1          | COMBINING VERTICAL LINE BELOW
🖲      | U+1F5B2  | 1          | TRACKBALL
𝙀      | U+1D640  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL E
𝙥      | U+1D665  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P
𝙝      | U+1D65D  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H
𝙇      | U+1D647  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L
𝙫      | U+1D66B  | 1          | MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL V
Ḳ      | U+1E32   | 1          | LATIN CAPITAL LETTER K WITH DOT BELOW
🖖      | U+1F596  | 1          | RAISED HAND WITH PART BETWEEN MIDDLE AND RING FINGERS
၆      | U+1046   | 1          | MYANMAR DIGIT SIX
လ      | U+101C   | 1          | MYANMAR LETTER LA
Ά      | U+0386   | 1          | GREEK CAPITAL LETTER ALPHA WITH TONOS
ෂ      | U+0DC2   | 1          | SINHALA LETTER MUURDHAJA SAYANNA
刃      | U+5203   | 1          | CJK UNIFIED IDEOGRAPH-5203
长      | U+957F   | 1          | CJK UNIFIED IDEOGRAPH-957F
ං      | U+0D82   | 1          | SINHALA SIGN ANUSVARAYA
🤏      | U+1F90F  | 1          | PINCHING HAND
🍵      | U+1F375  | 1          | TEACUP WITHOUT HANDLE
Ề      | U+1EC0   | 1          | LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
健      | U+5065   | 1          | CJK UNIFIED IDEOGRAPH-5065
貞      | U+8C9E   | 1          | CJK UNIFIED IDEOGRAPH-8C9E
🏮      | U+1F3EE  | 1          | IZAKAYA LANTERN
迟      | U+8FDF   | 1          | CJK UNIFIED IDEOGRAPH-8FDF
遲      | U+9072   | 1          | CJK UNIFIED IDEOGRAPH-9072
杀      | U+6740   | 1          | CJK UNIFIED IDEOGRAPH-6740
殺      | U+6BBA   | 1          | CJK UNIFIED IDEOGRAPH-6BBA
万      | U+4E07   | 1          | CJK UNIFIED IDEOGRAPH-4E07
剐      | U+5250   | 1          | CJK UNIFIED IDEOGRAPH-5250
沈      | U+6C88   | 1          | CJK UNIFIED IDEOGRAPH-6C88
陸      | U+9678   | 1          | CJK UNIFIED IDEOGRAPH-9678
游      | U+6E38   | 1          | CJK UNIFIED IDEOGRAPH-6E38
符      | U+7B26   | 1          | CJK UNIFIED IDEOGRAPH-7B26
珠      | U+73E0   | 1          | CJK UNIFIED IDEOGRAPH-73E0
哩      | U+54E9   | 1          | CJK UNIFIED IDEOGRAPH-54E9
案      | U+6848   | 1          | CJK UNIFIED IDEOGRAPH-6848
保      | U+4FDD   | 1          | CJK UNIFIED IDEOGRAPH-4FDD
业      | U+4E1A   | 1          | CJK UNIFIED IDEOGRAPH-4E1A
悯      | U+60AF   | 1          | CJK UNIFIED IDEOGRAPH-60AF
忠      | U+5FE0   | 1          | CJK UNIFIED IDEOGRAPH-5FE0
诗      | U+8BD7   | 1          | CJK UNIFIED IDEOGRAPH-8BD7
韵      | U+97F5   | 1          | CJK UNIFIED IDEOGRAPH-97F5
与      | U+4E0E   | 1          | CJK UNIFIED IDEOGRAPH-4E0E
🍼      | U+1F37C  | 1          | BABY BOTTLE
⛑      | U+26D1   | 1          | HELMET WITH WHITE CROSS
🎓      | U+1F393  | 1          | GRADUATION CAP
⛄      | U+26C4   | 1          | SNOWMAN WITHOUT SNOW
超      | U+8D85   | 1          | CJK UNIFIED IDEOGRAPH-8D85
当      | U+5F53   | 1          | CJK UNIFIED IDEOGRAPH-5F53
贴      | U+8D34   | 1          | CJK UNIFIED IDEOGRAPH-8D34
施      | U+65BD   | 1          | CJK UNIFIED IDEOGRAPH-65BD
加      | U+52A0   | 1          | CJK UNIFIED IDEOGRAPH-52A0
工      | U+5DE5   | 1          | CJK UNIFIED IDEOGRAPH-5DE5
时      | U+65F6   | 1          | CJK UNIFIED IDEOGRAPH-65F6
漏      | U+6F0F   | 1          | CJK UNIFIED IDEOGRAPH-6F0F
流      | U+6D41   | 1          | CJK UNIFIED IDEOGRAPH-6D41
升      | U+5347   | 1          | CJK UNIFIED IDEOGRAPH-5347
其      | U+5176   | 1          | CJK UNIFIED IDEOGRAPH-5176
氧      | U+6C27   | 1          | CJK UNIFIED IDEOGRAPH-6C27
性      | U+6027   | 1          | CJK UNIFIED IDEOGRAPH-6027
短      | U+77ED   | 1          | CJK UNIFIED IDEOGRAPH-77ED
期      | U+671F   | 1          | CJK UNIFIED IDEOGRAPH-671F
内      | U+5185   | 1          | CJK UNIFIED IDEOGRAPH-5185
劣      | U+52A3   | 1          | CJK UNIFIED IDEOGRAPH-52A3
损      | U+635F   | 1          | CJK UNIFIED IDEOGRAPH-635F
坏      | U+574F   | 1          | CJK UNIFIED IDEOGRAPH-574F
∪      | U+222A   | 1          | UNION
∩      | U+2229   | 1          | INTERSECTION
       | U+E0062  | 1          | TAG LATIN SMALL LETTER B
       | U+E0065  | 1          | TAG LATIN SMALL LETTER E
       | U+E006E  | 1          | TAG LATIN SMALL LETTER N
       | U+E007F  | 1          | CANCEL TAG
Պ      | U+054A   | 1          | ARMENIAN CAPITAL LETTER PEH
թ      | U+0569   | 1          | ARMENIAN SMALL LETTER TO
Ե      | U+0535   | 1          | ARMENIAN CAPITAL LETTER ECH
Դ      | U+0534   | 1          | ARMENIAN CAPITAL LETTER DA
፴      | U+1374   | 1          | ETHIOPIC NUMBER THIRTY
በ      | U+1260   | 1          | ETHIOPIC SYLLABLE BA
ሸ      | U+1238   | 1          | ETHIOPIC SYLLABLE SHA
🌎      | U+1F30E  | 1          | EARTH GLOBE AMERICAS
ḗ      | U+1E17   | 1          | LATIN SMALL LETTER E WITH MACRON AND ACUTE
🐂      | U+1F402  | 1          | OX
☔      | U+2614   | 1          | UMBRELLA WITH RAIN DROPS
⛅      | U+26C5   | 1          | SUN BEHIND CLOUD
⛳      | U+26F3   | 1          | FLAG IN HOLE
Җ      | U+0496   | 1          | CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER
       | U+F609   | 1          | UNKNOWN_CONTROL_CHAR
       | U+F539   | 1          | UNKNOWN_CONTROL_CHAR
       | U+F381   | 1          | UNKNOWN_CONTROL_CHAR
🌅      | U+1F305  | 1          | SUNRISE
📆      | U+1F4C6  | 1          | TEAR-OFF CALENDAR
🐀      | U+1F400  | 1          | RAT
ɟ      | U+025F   | 1          | LATIN SMALL LETTER DOTLESS J WITH STROKE
🏕      | U+1F3D5  | 1          | CAMPING
ඉ      | U+0D89   | 1          | SINHALA LETTER IYANNA
🕟      | U+1F55F  | 1          | CLOCK FACE FOUR-THIRTY
       | U+2061   | 1          | FUNCTION APPLICATION
       | U+0001   | 1          | UNKNOWN_CONTROL_CHAR
ⴱ      | U+2D31   | 1          | TIFINAGH LETTER YAB
ⵟ      | U+2D5F   | 1          | TIFINAGH LETTER YATT
🧛      | U+1F9DB  | 1          | VAMPIRE
၂      | U+1042   | 1          | MYANMAR DIGIT TWO
闽      | U+95FD   | 1          | CJK UNIFIED IDEOGRAPH-95FD
閩      | U+95A9   | 1          | CJK UNIFIED IDEOGRAPH-95A9
图      | U+56FE   | 1          | CJK UNIFIED IDEOGRAPH-56FE
汉      | U+6C49   | 1          | CJK UNIFIED IDEOGRAPH-6C49
卷      | U+5377   | 1          | CJK UNIFIED IDEOGRAPH-5377
🚶      | U+1F6B6  | 1          | PEDESTRIAN
       | U+F09F   | 1          | UNKNOWN_CONTROL_CHAR
𝗸      | U+1D5F8  | 1          | MATHEMATICAL SANS-SERIF BOLD SMALL K
௫      | U+0BEB   | 1          | TAMIL DIGIT FIVE
懞      | U+61DE   | 1          | CJK UNIFIED IDEOGRAPH-61DE
濛      | U+6FDB   | 1          | CJK UNIFIED IDEOGRAPH-6FDB
矇      | U+77C7   | 1          | CJK UNIFIED IDEOGRAPH-77C7
乾      | U+4E7E   | 1          | CJK UNIFIED IDEOGRAPH-4E7E
幹      | U+5E79   | 1          | CJK UNIFIED IDEOGRAPH-5E79
榦      | U+69A6   | 1          | CJK UNIFIED IDEOGRAPH-69A6
髮      | U+9AEE   | 1          | CJK UNIFIED IDEOGRAPH-9AEE
發      | U+767C   | 1          | CJK UNIFIED IDEOGRAPH-767C
对      | U+5BF9   | 1          | CJK UNIFIED IDEOGRAPH-5BF9
观      | U+89C2   | 1          | CJK UNIFIED IDEOGRAPH-89C2
乂      | U+4E42   | 1          | CJK UNIFIED IDEOGRAPH-4E42
仅      | U+4EC5   | 1          | CJK UNIFIED IDEOGRAPH-4EC5
昆      | U+6606   | 1          | CJK UNIFIED IDEOGRAPH-6606
仑      | U+4ED1   | 1          | CJK UNIFIED IDEOGRAPH-4ED1
崑      | U+5D11   | 1          | CJK UNIFIED IDEOGRAPH-5D11
崙      | U+5D19   | 1          | CJK UNIFIED IDEOGRAPH-5D19
ខ      | U+1781   | 1          | KHMER LETTER KHA
ី      | U+17B8   | 1          | KHMER VOWEL SIGN II
់      | U+17CB   | 1          | KHMER SIGN BANTOC
ឹ      | U+17B9   | 1          | KHMER VOWEL SIGN Y
ធ      | U+1792   | 1          | KHMER LETTER THO
ោ      | U+17C4   | 1          | KHMER VOWEL SIGN OO
ះ      | U+17C7   | 1          | KHMER SIGN REAHMUK
ិ      | U+17B7   | 1          | KHMER VOWEL SIGN I
ょ      | U+3087   | 1          | HIRAGANA LETTER SMALL YO
狄      | U+72C4   | 1          | CJK UNIFIED IDEOGRAPH-72C4
奥      | U+5965   | 1          | CJK UNIFIED IDEOGRAPH-5965
Ⓐ      | U+24B6   | 1          | CIRCLED LATIN CAPITAL LETTER A
🎃      | U+1F383  | 1          | JACK-O-LANTERN
       | U+F04A   | 1          | UNKNOWN_CONTROL_CHAR
ڢ      | U+06A2   | 1          | ARABIC LETTER FEH WITH DOT MOVED BELOW
ͦ      | U+0366   | 1          | COMBINING LATIN SMALL LETTER O
ဃ      | U+1003   | 1          | MYANMAR LETTER GHA
无      | U+65E0   | 1          | CJK UNIFIED IDEOGRAPH-65E0
锡      | U+9521   | 1          | CJK UNIFIED IDEOGRAPH-9521
宸      | U+5BB8   | 1          | CJK UNIFIED IDEOGRAPH-5BB8
⛽      | U+26FD   | 1          | FUEL PUMP
窒      | U+7A92   | 1          | CJK UNIFIED IDEOGRAPH-7A92
素      | U+7D20   | 1          | CJK UNIFIED IDEOGRAPH-7D20
ရ      | U+101B   | 1          | MYANMAR LETTER RA
🍑      | U+1F351  | 1          | PEACH
漆      | U+6F06   | 1          | CJK UNIFIED IDEOGRAPH-6F06
୯      | U+0B6F   | 1          | ORIYA DIGIT NINE
⌛      | U+231B   | 1          | HOURGLASS
幅      | U+5E45   | 1          | CJK UNIFIED IDEOGRAPH-5E45
ٔ      | U+0654   | 1          | ARABIC HAMZA ABOVE
紀      | U+7D00   | 1          | CJK UNIFIED IDEOGRAPH-7D00
要      | U+8981   | 1          | CJK UNIFIED IDEOGRAPH-8981
辽      | U+8FBD   | 1          | CJK UNIFIED IDEOGRAPH-8FBD
🧊      | U+1F9CA  | 1          | ICE CUBE
₽      | U+20BD   | 1          | RUBLE SIGN
余      | U+4F59   | 1          | CJK UNIFIED IDEOGRAPH-4F59
図      | U+56F3   | 1          | CJK UNIFIED IDEOGRAPH-56F3
       | U+F8FF   | 1          | UNKNOWN_CONTROL_CHAR
‒      | U+2012   | 1          | FIGURE DASH
ɷ      | U+0277   | 1          | LATIN SMALL LETTER CLOSED OMEGA
䵍      | U+4D4D   | 1          | CJK UNIFIED IDEOGRAPH-4D4D
ڿ      | U+06BF   | 1          | ARABIC LETTER TCHEH WITH DOT ABOVE
ᓯ      | U+14EF   | 1          | CANADIAN SYLLABICS SI
ᑲ      | U+1472   | 1          | CANADIAN SYLLABICS KA
隱      | U+96B1   | 1          | CJK UNIFIED IDEOGRAPH-96B1
🤱      | U+1F931  | 1          | BREAST-FEEDING
       | U+FFF6   | 1          | UNKNOWN_CONTROL_CHAR
୧      | U+0B67   | 1          | ORIYA DIGIT ONE
୭      | U+0B6D   | 1          | ORIYA DIGIT SEVEN
ୈ      | U+0B48   | 1          | ORIYA VOWEL SIGN AI
↘      | U+2198   | 1          | SOUTH EAST ARROW
ៗ      | U+17D7   | 1          | KHMER SIGN LEK TOO
Ζ      | U+0396   | 1          | GREEK CAPITAL LETTER ZETA
ұ      | U+04B1   | 1          | CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE
🐢      | U+1F422  | 1          | TURTLE
무      | U+BB34   | 1          | HANGUL SYLLABLE MU
교      | U+AD50   | 1          | HANGUL SYLLABLE GYO
회      | U+D68C   | 1          | HANGUL SYLLABLE HOE
麹      | U+9EB9   | 1          | CJK UNIFIED IDEOGRAPH-9EB9
ߋ      | U+07CB   | 1          | NKO LETTER EE
带      | U+5E26   | 1          | CJK UNIFIED IDEOGRAPH-5E26
路      | U+8DEF   | 1          | CJK UNIFIED IDEOGRAPH-8DEF
ἡ      | U+1F21   | 1          | GREEK SMALL LETTER ETA WITH DASIA
🍊      | U+1F34A  | 1          | TANGERINE
🫒      | U+1FAD2  | 1          | OLIVE
       | U+F464   | 1          | UNKNOWN_CONTROL_CHAR
話      | U+8A71   | 1          | CJK UNIFIED IDEOGRAPH-8A71
買      | U+8CB7   | 1          | CJK UNIFIED IDEOGRAPH-8CB7
妹      | U+59B9   | 1          | CJK UNIFIED IDEOGRAPH-59B9
校      | U+6821   | 1          | CJK UNIFIED IDEOGRAPH-6821
背      | U+80CC   | 1          | CJK UNIFIED IDEOGRAPH-80CC
雪      | U+96EA   | 1          | CJK UNIFIED IDEOGRAPH-96EA
舟      | U+821F   | 1          | CJK UNIFIED IDEOGRAPH-821F
等      | U+7B49   | 1          | CJK UNIFIED IDEOGRAPH-7B49
楊      | U+694A   | 1          | CJK UNIFIED IDEOGRAPH-694A
Ө      | U+04E8   | 1          | CYRILLIC CAPITAL LETTER BARRED O
≧      | U+2267   | 1          | GREATER-THAN OVER EQUAL TO
⇔      | U+21D4   | 1          | LEFT RIGHT DOUBLE ARROW
복      | U+BCF5   | 1          | HANGUL SYLLABLE BOG
는      | U+B294   | 1          | HANGUL SYLLABLE NEUN
것      | U+AC83   | 1          | HANGUL SYLLABLE GEOS
➀      | U+2780   | 1          | DINGBAT CIRCLED SANS-SERIF DIGIT ONE
➁      | U+2781   | 1          | DINGBAT CIRCLED SANS-SERIF DIGIT TWO
ʤ      | U+02A4   | 1          | LATIN SMALL LETTER DEZH DIGRAPH
Й      | U+0419   | 1          | CYRILLIC CAPITAL LETTER SHORT I
↪      | U+21AA   | 1          | RIGHTWARDS ARROW WITH HOOK
ὐ      | U+1F50   | 1          | GREEK SMALL LETTER UPSILON WITH PSILI
⌈      | U+2308   | 1          | LEFT CEILING
⌋      | U+230B   | 1          | RIGHT FLOOR
⊜      | U+229C   | 1          | CIRCLED EQUALS
⊕      | U+2295   | 1          | CIRCLED PLUS
📁      | U+1F4C1  | 1          | FILE FOLDER
🚃      | U+1F683  | 1          | RAILWAY CAR
🚎      | U+1F68E  | 1          | TROLLEYBUS
👭      | U+1F46D  | 1          | TWO WOMEN HOLDING HANDS
ᾳ      | U+1FB3   | 1          | GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI
贝      | U+8D1D   | 1          | CJK UNIFIED IDEOGRAPH-8D1D
Ꭳ      | U+13A3   | 1          | CHEROKEE LETTER O
ڕ      | U+0695   | 1          | ARABIC LETTER REH WITH SMALL V BELOW
ێ      | U+06CE   | 1          | ARABIC LETTER YEH WITH SMALL V
ɩ      | U+0269   | 1          | LATIN SMALL LETTER IOTA
ღ      | U+10E6   | 1          | GEORGIAN LETTER GHAN
🛐      | U+1F6D0  | 1          | PLACE OF WORSHIP
幸      | U+5E78   | 1          | CJK UNIFIED IDEOGRAPH-5E78
是      | U+662F   | 1          | CJK UNIFIED IDEOGRAPH-662F
后      | U+540E   | 1          | CJK UNIFIED IDEOGRAPH-540E
轮      | U+8F6E   | 1          | CJK UNIFIED IDEOGRAPH-8F6E
进      | U+8FDB   | 1          | CJK UNIFIED IDEOGRAPH-8FDB
坑      | U+5751   | 1          | CJK UNIFIED IDEOGRAPH-5751
ฑ      | U+0E11   | 1          | THAI CHARACTER THO NANGMONTHO
🔄      | U+1F504  | 1          | ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
ਝ      | U+0A1D   | 1          | GURMUKHI LETTER JHA
机      | U+673A   | 1          | CJK UNIFIED IDEOGRAPH-673A
辅      | U+8F85   | 1          | CJK UNIFIED IDEOGRAPH-8F85
助      | U+52A9   | 1          | CJK UNIFIED IDEOGRAPH-52A9
设      | U+8BBE   | 1          | CJK UNIFIED IDEOGRAPH-8BBE
盘      | U+76D8   | 1          | CJK UNIFIED IDEOGRAPH-76D8
𝚈      | U+1D688  | 1          | MATHEMATICAL MONOSPACE CAPITAL Y
𝙿      | U+1D67F  | 1          | MATHEMATICAL MONOSPACE CAPITAL P
𝚄      | U+1D684  | 1          | MATHEMATICAL MONOSPACE CAPITAL U
哥      | U+54E5   | 1          | CJK UNIFIED IDEOGRAPH-54E5
⛹      | U+26F9   | 1          | PERSON WITH BALL
幣      | U+5E63   | 1          | CJK UNIFIED IDEOGRAPH-5E63
少      | U+5C11   | 1          | CJK UNIFIED IDEOGRAPH-5C11
爺      | U+723A   | 1          | CJK UNIFIED IDEOGRAPH-723A
礦      | U+7926   | 1          | CJK UNIFIED IDEOGRAPH-7926
業      | U+696D   | 1          | CJK UNIFIED IDEOGRAPH-696D
熹      | U+71B9   | 1          | CJK UNIFIED IDEOGRAPH-71B9
曲      | U+66F2   | 1          | CJK UNIFIED IDEOGRAPH-66F2
阜      | U+961C   | 1          | CJK UNIFIED IDEOGRAPH-961C
